accession,label,role,project13_eligible,gene_id,gene_name,feature_type,gene_biotype,contig,strand,cds_bases,callable_cds_bases,callable_fraction,meets_callable_threshold,distinct_variant_count,high_impact_variants,moderate_impact_variants,low_impact_variants,modifier_impact_variants,warning_variant_count,variant_density_per_1000_callable_cds,consequence_profile
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17780,ahpF,gene,protein_coding,NZ_CP033092.2,-,1566,1566,1.0,True,30,0,0,30,0,0,19.157088122605366,synonymous_variant:30
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17785,ahpC,gene,protein_coding,NZ_CP033092.2,-,564,564,1.0,True,2,0,0,2,0,0,3.5460992907801416,synonymous_variant:2
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17790,dsbG,gene,protein_coding,NZ_CP033092.2,+,747,734,0.9825970548862115,True,18,0,1,17,0,0,24.52316076294278,missense_variant:1;synonymous_variant:17
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17795,citR,gene,protein_coding,NZ_CP033092.2,+,903,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17800,ybdN,gene,protein_coding,NZ_CP033092.2,+,1221,987,0.8083538083538083,False,37,0,6,31,0,0,37.48733535967578,missense_variant:6;synonymous_variant:31
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17805,ybdM,gene,protein_coding,NZ_CP033092.2,+,630,630,1.0,True,30,0,4,26,0,0,47.61904761904762,missense_variant:4;synonymous_variant:26
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17810,ybdL,gene,protein_coding,NZ_CP033092.2,-,1161,1161,1.0,True,52,0,9,43,0,0,44.78897502153316,missense_variant:9;synonymous_variant:43
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17815,hcxA,gene,protein_coding,NZ_CP033092.2,+,1089,1089,1.0,True,47,0,12,35,0,0,43.15886134067952,missense_variant:12;synonymous_variant:35
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17820,ybdD,gene,protein_coding,NZ_CP033092.2,-,198,198,1.0,True,3,0,0,3,0,0,15.151515151515152,synonymous_variant:3
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17825,cstA,gene,protein_coding,NZ_CP033092.2,-,2106,2106,1.0,True,76,0,4,72,0,0,36.08736942070276,missense_variant:4;synonymous_variant:72
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17830,entH,gene,protein_coding,NZ_CP033092.2,-,414,414,1.0,True,19,0,0,19,0,0,45.893719806763286,synonymous_variant:19
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17835,entA,gene,protein_coding,NZ_CP033092.2,-,747,747,1.0,True,29,0,3,26,0,0,38.82195448460509,missense_variant:3;synonymous_variant:26
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17840,entB,gene,protein_coding,NZ_CP033092.2,-,858,858,1.0,True,14,0,1,13,0,0,16.317016317016318,missense_variant:1;synonymous_variant:13
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17845,entE,gene,protein_coding,NZ_CP033092.2,-,1611,1611,1.0,True,62,0,7,55,0,0,38.48541278708876,missense_variant:7;synonymous_variant:55
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17850,entC,gene,protein_coding,NZ_CP033092.2,-,1176,1176,1.0,True,32,0,5,27,0,0,27.210884353741495,missense_variant:5;synonymous_variant:27
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17855,fepB,gene,protein_coding,NZ_CP033092.2,+,957,957,1.0,True,31,0,2,29,0,0,32.39289446185998,missense_variant:2;synonymous_variant:29
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17860,entS,gene,protein_coding,NZ_CP033092.2,-,1251,1231,0.9840127897681854,True,45,0,2,43,0,0,36.555645816409424,missense_variant:2;synonymous_variant:43
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17865,fepD,gene,protein_coding,NZ_CP033092.2,+,1005,1005,1.0,True,44,0,2,42,0,0,43.78109452736319,missense_variant:2;synonymous_variant:42
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17870,fepG,gene,protein_coding,NZ_CP033092.2,+,993,958,0.9647532729103726,True,40,0,8,32,0,0,41.75365344467641,missense_variant:8;synonymous_variant:32
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17875,fepC,gene,protein_coding,NZ_CP033092.2,+,816,816,1.0,True,29,0,3,26,0,0,35.53921568627451,missense_variant:3;synonymous_variant:26
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17880,wzz(fepE),gene,protein_coding,NZ_CP033092.2,-,1134,1027,0.9056437389770723,True,42,1,15,26,0,0,40.89581304771178,missense_variant:15;stop_gained:1;synonymous_variant:26
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17885,entF,gene,protein_coding,NZ_CP033092.2,-,3882,3882,1.0,True,145,0,23,122,0,0,37.35188047398248,missense_variant:23;synonymous_variant:122
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17890,ybdZ,gene,protein_coding,NZ_CP033092.2,-,219,219,1.0,True,6,0,3,3,0,0,27.397260273972602,missense_variant:3;synonymous_variant:3
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17895,fes,gene,protein_coding,NZ_CP033092.2,-,1203,1203,1.0,True,43,0,19,24,0,0,35.74397339983375,missense_variant:19;synonymous_variant:24
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17900,fepA,pseudogene,pseudogene,NZ_CP033092.2,+,2241,2241,1.0,True,76,1,6,69,0,0,33.91343150379295,missense_variant:6;stop_lost:1;synonymous_variant:69
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17905,entD,gene,protein_coding,NZ_CP033092.2,+,621,621,1.0,True,42,0,17,25,0,0,67.6328502415459,missense_variant:17;synonymous_variant:25
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17910,hokE,gene,protein_coding,NZ_CP033092.2,-,153,153,1.0,True,1,0,1,0,0,0,6.5359477124183005,missense_variant:1
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS25785,EAS44_RS25785,gene,protein_coding,NZ_CP033092.2,+,270,101,0.37407407407407406,False,1,0,1,0,0,0,9.900990099009901,missense_variant:1
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17920,ybdK,gene,protein_coding,NZ_CP033092.2,+,1119,1119,1.0,True,38,0,5,33,0,0,33.958891867739055,missense_variant:5;synonymous_variant:33
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17925,ybdJ,gene,protein_coding,NZ_CP033092.2,+,249,249,1.0,True,7,0,1,6,0,0,28.11244979919679,missense_variant:1;synonymous_variant:6
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17930,ybdF,gene,protein_coding,NZ_CP033092.2,+,384,384,1.0,True,12,1,4,7,0,0,31.25,missense_variant:4;stop_gained:1;synonymous_variant:7
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17935,nfsB,gene,protein_coding,NZ_CP033092.2,+,654,654,1.0,True,17,0,4,13,0,0,25.99388379204893,missense_variant:4;synonymous_variant:13
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17940,ybdG,gene,protein_coding,NZ_CP033092.2,+,1248,1248,1.0,True,26,0,3,23,0,0,20.833333333333332,missense_variant:3;synonymous_variant:23
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17945,pheP,gene,protein_coding,NZ_CP033092.2,-,1377,1377,1.0,True,29,0,1,28,0,0,21.060275962236748,missense_variant:1;synonymous_variant:28
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17950,cusA,gene,protein_coding,NZ_CP033092.2,-,3144,3144,1.0,True,85,0,6,79,0,0,27.03562340966921,missense_variant:6;synonymous_variant:79
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17955,cusB,gene,protein_coding,NZ_CP033092.2,-,1224,1224,1.0,True,34,0,5,29,0,0,27.77777777777778,missense_variant:5;synonymous_variant:29
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17960,cusF,gene,protein_coding,NZ_CP033092.2,-,333,333,1.0,True,9,0,3,6,0,0,27.027027027027028,missense_variant:3;synonymous_variant:6
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17965,cusC,gene,protein_coding,NZ_CP033092.2,-,1383,1383,1.0,True,43,1,7,35,0,0,31.09182935647144,missense_variant:7;stop_gained:1;synonymous_variant:35
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17970,cusR,gene,protein_coding,NZ_CP033092.2,+,684,684,1.0,True,23,0,1,22,0,0,33.62573099415204,missense_variant:1;synonymous_variant:22
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17975,cusS,gene,protein_coding,NZ_CP033092.2,+,1443,1422,0.9854469854469855,True,50,0,9,41,0,0,35.16174402250352,missense_variant:9;synonymous_variant:41
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17980,nrfB,gene,protein_coding,NZ_CP033092.2,+,2238,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17985,nfrA,gene,protein_coding,NZ_CP033092.2,+,2973,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17990,ybcH,gene,protein_coding,NZ_CP033092.2,+,891,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS17995,ompT,gene,protein_coding,NZ_CP033092.2,+,954,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18000,EAS44_RS18000,gene,protein_coding,NZ_CP033092.2,+,669,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18010,EAS44_RS18010,pseudogene,pseudogene,NZ_CP033092.2,-,375,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS25220,EAS44_RS25220,pseudogene,pseudogene,NZ_CP033092.2,+,590,434,0.735593220338983,False,17,3,11,3,0,17,39.1705069124424,missense_variant:11;stop_lost:3;synonymous_variant:3
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18020,EAS44_RS18020,gene,tRNA,NZ_CP033092.2,-,0,0,,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18025,folD,gene,protein_coding,NZ_CP033092.2,+,867,867,1.0,True,19,0,2,17,0,0,21.914648212226066,missense_variant:2;synonymous_variant:17
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18030,ybcJ,gene,protein_coding,NZ_CP033092.2,+,213,213,1.0,True,3,0,0,3,0,0,14.084507042253522,synonymous_variant:3
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18035,ybcI,gene,protein_coding,NZ_CP033092.2,+,522,522,1.0,True,9,0,4,5,0,0,17.24137931034483,missense_variant:4;synonymous_variant:5
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18040,cysS,gene,protein_coding,NZ_CP033092.2,-,1386,1386,1.0,True,46,0,0,46,0,0,33.18903318903319,synonymous_variant:46
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18045,ppiB,gene,protein_coding,NZ_CP033092.2,+,495,495,1.0,True,9,0,2,7,0,0,18.181818181818183,missense_variant:2;synonymous_variant:7
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18050,lpxH,gene,protein_coding,NZ_CP033092.2,+,723,723,1.0,True,23,0,3,20,0,0,31.811894882434302,missense_variant:3;synonymous_variant:20
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18055,EAS44_RS18055,gene,protein_coding,NZ_CP033092.2,+,330,2,0.006060606060606061,False,0,0,0,0,0,0,0.0,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18060,purE,gene,protein_coding,NZ_CP033092.2,+,510,510,1.0,True,8,0,1,7,0,0,15.686274509803921,missense_variant:1;synonymous_variant:7
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18065,purK,gene,protein_coding,NZ_CP033092.2,+,1068,1068,1.0,True,45,0,9,36,0,0,42.13483146067416,missense_variant:9;synonymous_variant:36
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18070,ybcF,gene,protein_coding,NZ_CP033092.2,-,894,894,1.0,True,20,0,4,16,0,0,22.371364653243848,missense_variant:4;synonymous_variant:16
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18075,ylbF,gene,protein_coding,NZ_CP033092.2,-,816,816,1.0,True,23,0,3,20,0,0,28.186274509803923,missense_variant:3;synonymous_variant:20
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18080,ylbE,gene,protein_coding,NZ_CP033092.2,-,1260,1260,1.0,True,30,0,2,28,0,0,23.80952380952381,missense_variant:2;synonymous_variant:28
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18085,fdrA,gene,protein_coding,NZ_CP033092.2,-,1668,1668,1.0,True,52,0,15,37,0,0,31.17505995203837,missense_variant:15;synonymous_variant:37
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18090,allD,gene,protein_coding,NZ_CP033092.2,+,1050,1050,1.0,True,20,0,6,14,0,0,19.047619047619047,missense_variant:6;synonymous_variant:14
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18095,allC,gene,protein_coding,NZ_CP033092.2,+,1236,1236,1.0,True,29,0,4,25,0,0,23.462783171521036,missense_variant:4;synonymous_variant:25
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18100,allE,gene,protein_coding,NZ_CP033092.2,+,786,786,1.0,True,23,0,3,20,0,0,29.262086513994912,missense_variant:3;synonymous_variant:20
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18105,glxK,gene,protein_coding,NZ_CP033092.2,-,1146,1146,1.0,True,35,0,5,30,0,0,30.541012216404887,missense_variant:5;synonymous_variant:30
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18110,ybbY,gene,protein_coding,NZ_CP033092.2,-,1302,1302,1.0,True,32,0,2,30,0,0,24.577572964669738,missense_variant:2;synonymous_variant:30
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18115,allB,gene,protein_coding,NZ_CP033092.2,-,1362,1362,1.0,True,44,0,5,39,0,0,32.305433186490454,missense_variant:5;synonymous_variant:39
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18120,allW,gene,protein_coding,NZ_CP033092.2,-,1455,1455,1.0,True,49,0,4,45,0,0,33.67697594501718,missense_variant:4;synonymous_variant:45
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18125,glxR,gene,protein_coding,NZ_CP033092.2,-,879,879,1.0,True,36,0,3,33,0,0,40.955631399317404,missense_variant:3;synonymous_variant:33
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18130,hyi,gene,protein_coding,NZ_CP033092.2,-,777,777,1.0,True,26,0,5,21,0,0,33.46203346203346,missense_variant:5;synonymous_variant:21
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18135,gcl,gene,protein_coding,NZ_CP033092.2,-,1782,1712,0.9607182940516273,True,65,0,3,62,0,0,37.967289719626166,missense_variant:3;synonymous_variant:62
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18140,allR,gene,protein_coding,NZ_CP033092.2,-,816,816,1.0,True,17,0,1,16,0,0,20.833333333333332,missense_variant:1;splice_region_variant&stop_retained_variant:1;synonymous_variant:15
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18145,allA,gene,protein_coding,NZ_CP033092.2,-,483,483,1.0,True,9,0,1,8,0,0,18.633540372670808,missense_variant:1;synonymous_variant:8
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18150,allS,gene,protein_coding,NZ_CP033092.2,+,927,927,1.0,True,25,0,4,21,0,0,26.968716289104638,missense_variant:4;synonymous_variant:21
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18155,mnmH,gene,protein_coding,NZ_CP033092.2,+,1095,1095,1.0,True,42,0,9,33,0,0,38.35616438356164,missense_variant:9;synonymous_variant:33
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18160,ybbP,gene,protein_coding,NZ_CP033092.2,-,2415,2401,0.9942028985507246,True,103,0,15,88,0,0,42.898792169929195,missense_variant:15;synonymous_variant:88
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18165,ybbA,gene,protein_coding,NZ_CP033092.2,-,687,687,1.0,True,17,0,2,15,0,0,24.745269286754002,missense_variant:2;synonymous_variant:15
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18170,tesA,gene,protein_coding,NZ_CP033092.2,+,624,624,1.0,True,8,0,0,8,0,0,12.820512820512821,synonymous_variant:8
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18175,ybbO,gene,protein_coding,NZ_CP033092.2,+,810,810,1.0,True,16,0,3,13,0,0,19.753086419753085,missense_variant:3;synonymous_variant:13
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18180,cnoX,gene,protein_coding,NZ_CP033092.2,+,855,855,1.0,True,16,0,1,15,0,0,18.71345029239766,missense_variant:1;synonymous_variant:15
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18185,fetB,gene,protein_coding,NZ_CP033092.2,-,780,780,1.0,True,13,0,0,13,0,0,16.666666666666668,synonymous_variant:13
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18190,fetA,gene,protein_coding,NZ_CP033092.2,-,678,678,1.0,True,11,0,0,11,0,0,16.224188790560472,synonymous_variant:11
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18195,qmcA,gene,protein_coding,NZ_CP033092.2,+,918,918,1.0,True,33,0,1,32,0,0,35.947712418300654,missense_variant:1;synonymous_variant:32
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18200,ybbJ,gene,protein_coding,NZ_CP033092.2,+,459,449,0.9782135076252724,True,13,0,2,11,0,0,28.953229398663698,missense_variant:2;synonymous_variant:11
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18205,EAS44_RS18205,gene,protein_coding,NZ_CP033092.2,-,363,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18210,EAS44_RS18210,gene,protein_coding,NZ_CP033092.2,+,1017,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18215,EAS44_RS18215,gene,protein_coding,NZ_CP033092.2,+,423,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18220,EAS44_RS18220,gene,protein_coding,NZ_CP033092.2,+,204,1,0.004901960784313725,False,0,0,0,0,0,0,0.0,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18225,cueR,gene,protein_coding,NZ_CP033092.2,-,408,408,1.0,True,18,0,1,17,0,0,44.11764705882353,missense_variant:1;synonymous_variant:17
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS25620,EAS44_RS25620,pseudogene,pseudogene,NZ_CP033092.2,-,98,98,1.0,True,1,0,0,1,0,1,10.204081632653061,synonymous_variant:1
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18230,ybaT,gene,protein_coding,NZ_CP033092.2,-,1293,1293,1.0,True,25,0,3,22,0,0,19.334880123743233,missense_variant:3;synonymous_variant:22
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18235,glsA,gene,protein_coding,NZ_CP033092.2,-,933,933,1.0,True,23,0,7,16,0,0,24.65166130760986,missense_variant:7;synonymous_variant:16
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18240,copA,gene,protein_coding,NZ_CP033092.2,+,2505,2505,1.0,True,85,0,6,79,0,0,33.93213572854292,missense_variant:6;synonymous_variant:79
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18245,ybaQ,gene,protein_coding,NZ_CP033092.2,-,342,342,1.0,True,4,0,0,4,0,0,11.695906432748538,synonymous_variant:4
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18250,EAS44_RS18250,gene,protein_coding,NZ_CP033092.2,-,303,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18255,ybaP,gene,protein_coding,NZ_CP033092.2,+,795,795,1.0,True,17,0,1,16,0,0,21.38364779874214,missense_variant:1;synonymous_variant:16
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18260,ybaK,gene,protein_coding,NZ_CP033092.2,+,480,480,1.0,True,5,0,1,4,0,0,10.416666666666666,missense_variant:1;synonymous_variant:4
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18265,EAS44_RS18265,gene,protein_coding,NZ_CP033092.2,+,801,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18270,EAS44_RS18270,gene,protein_coding,NZ_CP033092.2,+,504,0,0.0,False,0,0,0,0,0,0,,
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18275,ushA,gene,protein_coding,NZ_CP033092.2,-,1653,1653,1.0,True,37,0,2,35,0,0,22.383545069570477,missense_variant:2;synonymous_variant:35
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18280,fsr,gene,protein_coding,NZ_CP033092.2,+,1221,1221,1.0,True,29,0,3,26,0,0,23.75102375102375,missense_variant:3;synonymous_variant:26
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18285,ybaL,gene,protein_coding,NZ_CP033092.2,+,1677,1677,1.0,True,46,0,4,42,0,0,27.429934406678594,missense_variant:4;synonymous_variant:42
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18290,gsk,gene,protein_coding,NZ_CP033092.2,-,1305,1305,1.0,True,18,0,0,18,0,0,13.793103448275861,synonymous_variant:18
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18295,aes,gene,protein_coding,NZ_CP033092.2,+,960,960,1.0,True,30,0,11,19,0,0,31.25,missense_variant:11;synonymous_variant:19
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18300,hemH,gene,protein_coding,NZ_CP033092.2,-,963,963,1.0,True,22,0,2,20,0,0,22.84527518172378,missense_variant:2;synonymous_variant:20
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18305,adk,gene,protein_coding,NZ_CP033092.2,-,645,645,1.0,True,12,0,2,10,0,0,18.6046511627907,missense_variant:2;synonymous_variant:10
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18310,htpG,gene,protein_coding,NZ_CP033092.2,-,1875,1875,1.0,True,25,0,1,24,0,0,13.333333333333334,missense_variant:1;synonymous_variant:24
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18315,recR,gene,protein_coding,NZ_CP033092.2,-,606,606,1.0,True,9,0,0,9,0,0,14.851485148514852,synonymous_variant:9
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18320,ybaB,gene,protein_coding,NZ_CP033092.2,-,330,330,1.0,True,1,0,0,1,0,0,3.0303030303030303,synonymous_variant:1
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18325,dnaX,gene,protein_coding,NZ_CP033092.2,-,1932,1932,1.0,True,33,0,1,32,0,0,17.080745341614907,missense_variant:1;synonymous_variant:32
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18330,apt,gene,protein_coding,NZ_CP033092.2,-,552,552,1.0,True,5,0,0,5,0,0,9.057971014492754,synonymous_variant:5
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18335,ybaN,gene,protein_coding,NZ_CP033092.2,-,378,378,1.0,True,10,0,3,7,0,0,26.455026455026456,missense_variant:3;synonymous_variant:7
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18340,priC,gene,protein_coding,NZ_CP033092.2,+,528,528,1.0,True,31,0,4,27,0,0,58.71212121212121,missense_variant:4;synonymous_variant:27
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18345,rsmS,gene,protein_coding,NZ_CP033092.2,+,162,162,1.0,True,8,0,1,7,0,0,49.382716049382715,missense_variant:1;synonymous_variant:7
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18350,mscK,gene,protein_coding,NZ_CP033092.2,-,3363,3228,0.9598572702943801,True,116,0,6,110,0,0,35.935563816604706,missense_variant:6;synonymous_variant:110
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18355,acrR,gene,protein_coding,NZ_CP033092.2,-,648,648,1.0,True,4,0,0,4,0,0,6.172839506172839,synonymous_variant:4
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18360,acrA,gene,protein_coding,NZ_CP033092.2,+,1194,1194,1.0,True,10,0,1,9,0,0,8.375209380234505,missense_variant:1;synonymous_variant:9
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18365,acrB,gene,protein_coding,NZ_CP033092.2,+,3150,3150,1.0,True,70,0,0,70,0,0,22.22222222222222,synonymous_variant:70
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18370,tomB,gene,protein_coding,NZ_CP033092.2,+,375,375,1.0,True,1,0,0,1,0,0,2.6666666666666665,synonymous_variant:1
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18375,hha,gene,protein_coding,NZ_CP033092.2,+,219,219,1.0,True,1,0,0,1,0,0,4.566210045662101,synonymous_variant:1
GCF_003697165.2,DSM 30083 / ATCC 11775,alternative,False,EAS44_RS18380,maa,gene,protein_coding,NZ_CP033092.2,+,552,552,1.0,True,14,0,5,9,0,0,25.36231884057971,missense_variant:5;synonymous_variant:9
