baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_label,project13_alternative_eligible,relationship,orthogroups,alternative_gene_ids,alternative_gene_names,renamed_one_to_one,comparison_status,comparable,baseline_callable_fraction,alternative_callable_fraction,baseline_callable_cds_bases,alternative_callable_cds_bases,baseline_distinct_variant_count,alternative_distinct_variant_count,baseline_high_impact_variants,alternative_high_impact_variants,baseline_variant_density_per_1000_callable_cds,alternative_variant_density_per_1000_callable_cds,alternative_minus_baseline_density,alternative_to_baseline_density_ratio,density_direction
GCF_000005845.2,b4450,arcZ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3210,arcB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0003030,EAS44_RS03390,arcB,False,comparable,True,1.0,1.0,2337,2337,27,30,0,0,11.553273427471117,12.836970474967908,1.2836970474967906,1.1111111111111112,higher_in_alternative
GCF_000005845.2,b3211,yhcC,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002304,EAS44_RS03385,yhcC,False,comparable,True,1.0,1.0,930,930,3,22,0,0,3.225806451612903,23.655913978494624,20.43010752688172,7.333333333333334,higher_in_alternative
GCF_000005845.2,b3212,gltB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002305,EAS44_RS03380,gltB,False,comparable,True,1.0,1.0,4461,4461,12,172,0,0,2.6899798251513114,38.55637749383546,35.86639766868415,14.333333333333334,higher_in_alternative
GCF_000005845.2,b3213,gltD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000405,EAS44_RS03375,gltD,False,comparable,True,1.0,0.9971811134601832,1419,1415,10,54,0,0,7.047216349541931,38.16254416961131,31.11532782006938,5.415265017667845,higher_in_alternative
GCF_000005845.2,b3214,gltF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0005254,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3215,yhcA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0003124,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3216,yhcD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0003817,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b4569,yhcE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3218,insH10,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0000024,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3219,yhcF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0005951,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3220,yhcG,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0003982,,,False,no_ortholog,False,0.3625886524822695,,409,,10,,1,,24.449877750611247,,,,not_comparable
GCF_000005845.2,b3221,nanQ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002306,EAS44_RS03370,nanQ,False,comparable,True,1.0,0.978494623655914,465,455,12,20,0,0,25.806451612903224,43.956043956043956,18.149592343140732,1.7032967032967035,higher_in_alternative
GCF_000005845.2,b3222,nanK,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002307,EAS44_RS03365,nanK,False,comparable,True,1.0,1.0,876,876,28,46,0,0,31.963470319634702,52.51141552511415,20.54794520547945,1.6428571428571428,higher_in_alternative
GCF_000005845.2,b3223,nanE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002308,EAS44_RS03360,nanE,False,comparable,True,1.0,1.0,690,690,8,15,0,0,11.594202898550725,21.73913043478261,10.144927536231885,1.875,higher_in_alternative
GCF_000005845.2,b3224,nanT,GCF_003697165.2,DSM 30083 / ATCC 11775,False,many_to_one,OG0000315,EAS44_RS03355,nanT,False,many_to_one,False,1.0,,1491,,2,,0,,1.341381623071764,,,,not_comparable
GCF_000005845.2,b3225,nanA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000316,EAS44_RS03350,nanA,False,comparable,True,1.0,1.0,894,894,3,29,0,0,3.3557046979865772,32.43847874720358,29.082774049217004,9.666666666666668,higher_in_alternative
GCF_000005845.2,b3226,nanR,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002309,EAS44_RS03345,nanR,False,comparable,True,1.0,0.9532828282828283,792,755,16,16,0,0,20.2020202020202,21.192052980132452,0.9900327781122513,1.0490066225165564,higher_in_alternative
GCF_000005845.2,b3227,dcuD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_ortholog,OG0004458,,,False,no_ortholog,False,1.0,,1368,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b3228,sspB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002310,EAS44_RS03340,sspB,False,comparable,True,1.0,1.0,498,498,0,7,0,0,0.0,14.056224899598394,14.056224899598394,,higher_in_alternative
GCF_000005845.2,b3229,sspA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000535,EAS44_RS03335,sspA,False,comparable,True,1.0,1.0,639,639,0,3,0,0,0.0,4.694835680751174,4.694835680751174,,higher_in_alternative
GCF_000005845.2,b3230,rpsI,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002311,EAS44_RS03330,rpsI,False,comparable,True,1.0,1.0,393,393,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3231,rplM,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002312,EAS44_RS03325,rplM,False,comparable,True,1.0,1.0,429,429,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3232,zapE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002313,EAS44_RS03320,zapE,False,comparable,True,1.0,1.0,1128,1128,21,30,0,0,18.617021276595743,26.595744680851062,7.9787234042553195,1.4285714285714286,higher_in_alternative
GCF_000005845.2,b3233,yhcB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002314,EAS44_RS03315,zapG,True,comparable,True,1.0,1.0,399,399,0,3,0,0,0.0,7.518796992481203,7.518796992481203,,higher_in_alternative
GCF_000005845.2,b3234,degQ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000429,EAS44_RS03310,degQ,False,comparable,True,1.0,1.0,1368,1368,1,22,0,0,0.7309941520467836,16.08187134502924,15.350877192982455,21.999999999999996,higher_in_alternative
GCF_000005845.2,b3235,degS,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002315,EAS44_RS03305,degS,False,comparable,True,1.0,1.0,1068,1068,10,32,0,0,9.363295880149813,29.9625468164794,20.599250936329586,3.1999999999999997,higher_in_alternative
GCF_000005845.2,b3236,mdh,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002316,EAS44_RS03300,mdh,False,comparable,True,1.0,1.0,939,939,6,9,0,0,6.389776357827476,9.584664536741213,3.194888178913737,1.4999999999999998,higher_in_alternative
GCF_000005845.2,b3237,argR,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000317,EAS44_RS03295,argR,False,comparable,True,1.0,1.0,471,471,4,8,0,0,8.492569002123142,16.985138004246284,8.492569002123142,2.0,higher_in_alternative
GCF_000005845.2,b3238,yhcN,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002317,EAS44_RS03290,yhcN,False,comparable,True,1.0,1.0,264,264,3,6,0,0,11.363636363636363,22.727272727272727,11.363636363636363,2.0,higher_in_alternative
GCF_000005845.2,b3239,yhcO,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002318,EAS44_RS03285,yhcO,False,comparable,True,1.0,1.0,273,273,3,4,0,0,10.989010989010989,14.652014652014651,3.6630036630036624,1.3333333333333333,higher_in_alternative
GCF_000005845.2,b3240,aaeB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002319,EAS44_RS03280,aaeB,False,comparable,True,1.0,1.0,1968,1968,26,42,0,0,13.211382113821138,21.341463414634145,8.130081300813007,1.6153846153846154,higher_in_alternative
GCF_000005845.2,b3241,aaeA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002320,EAS44_RS03275,aaeA,False,comparable,True,1.0,1.0,933,933,12,15,0,0,12.861736334405144,16.077170418006432,3.215434083601288,1.2500000000000002,higher_in_alternative
GCF_000005845.2,b3242,aaeX,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002321,EAS44_RS03270,aaeX,False,comparable,True,1.0,1.0,204,204,2,2,0,0,9.803921568627452,9.803921568627452,0.0,1.0,equal
GCF_000005845.2,b3243,aaeR,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002322,EAS44_RS03265,aaeR,False,comparable,True,1.0,1.0,930,930,21,27,0,0,22.580645161290324,29.032258064516128,6.451612903225804,1.2857142857142856,higher_in_alternative
GCF_000005845.2,b3244,tldD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002323,EAS44_RS03260,tldD,False,comparable,True,1.0,1.0,1446,1446,10,17,0,0,6.915629322268327,11.756569847856156,4.840940525587829,1.7,higher_in_alternative
GCF_000005845.2,b4472,yhdP,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0003031,EAS44_RS03255,yhdP,False,comparable,True,1.0,1.0,3801,3801,42,65,0,0,11.049723756906078,17.100762957116547,6.05103920021047,1.5476190476190474,higher_in_alternative
GCF_000005845.2,b3247,rng,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002324,EAS44_RS03250,rng,False,comparable,True,1.0,1.0,1470,1470,0,26,0,0,0.0,17.687074829931973,17.687074829931973,,higher_in_alternative
GCF_000005845.2,b3248,yhdE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002325,EAS44_RS03245,yhdE,False,comparable,True,1.0,1.0,594,594,0,9,0,0,0.0,15.151515151515152,15.151515151515152,,higher_in_alternative
GCF_000005845.2,b3249,mreD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002326,EAS44_RS03240,mreD,False,comparable,True,1.0,1.0,489,489,0,3,0,0,0.0,6.134969325153374,6.134969325153374,,higher_in_alternative
GCF_000005845.2,b3250,mreC,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002327,EAS44_RS03235,mreC,False,comparable,True,1.0,1.0,1104,1104,0,12,0,0,0.0,10.869565217391305,10.869565217391305,,higher_in_alternative
GCF_000005845.2,b3251,mreB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002328,EAS44_RS03230,mreB,False,comparable,True,1.0,1.0,1044,1044,0,7,0,0,0.0,6.704980842911877,6.704980842911877,,higher_in_alternative
GCF_000005845.2,b3252,csrD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002329,EAS44_RS03220,csrD,False,comparable,True,1.0,1.0,1941,1941,0,36,0,0,0.0,18.547140649149924,18.547140649149924,,higher_in_alternative
GCF_000005845.2,b3253,yhdH,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002330,EAS44_RS03215,yhdH,False,comparable,True,1.0,1.0,975,975,0,15,0,0,0.0,15.384615384615385,15.384615384615385,,higher_in_alternative
GCF_000005845.2,b4697,yrdF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b4646,yrdE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,1,,0,,,,,,not_comparable
GCF_000005845.2,b3255,accB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000318,EAS44_RS03210,accB,False,comparable,True,1.0,1.0,471,471,0,3,0,0,0.0,6.369426751592357,6.369426751592357,,higher_in_alternative
GCF_000005845.2,b3256,accC,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002331,EAS44_RS03205,accC,False,comparable,True,1.0,1.0,1350,1350,0,19,0,0,0.0,14.074074074074074,14.074074074074074,,higher_in_alternative
GCF_000005845.2,b3257,yhdT,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002332,EAS44_RS03160,yhdT,False,comparable,True,1.0,1.0,243,243,0,4,0,0,0.0,16.46090534979424,16.46090534979424,,higher_in_alternative
GCF_000005845.2,b3258,panF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002333,EAS44_RS03155,panF,False,comparable,True,1.0,1.0,1452,1452,0,42,0,0,0.0,28.925619834710744,28.925619834710744,,higher_in_alternative
GCF_000005845.2,b3259,prmA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002334,EAS44_RS03150,prmA,False,comparable,True,1.0,1.0,882,882,0,20,0,0,0.0,22.675736961451246,22.675736961451246,,higher_in_alternative
GCF_000005845.2,b3260,dusB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002335,EAS44_RS03145,dusB,False,comparable,True,1.0,1.0,966,966,0,3,0,0,0.0,3.1055900621118013,3.1055900621118013,,higher_in_alternative
GCF_000005845.2,b3261,fis,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002336,EAS44_RS03140,fis,False,comparable,True,1.0,1.0,297,297,0,1,0,0,0.0,3.367003367003367,3.367003367003367,,higher_in_alternative
GCF_000005845.2,b3262,yhdJ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002337,EAS44_RS03135,yhdJ,False,comparable,True,1.0,1.0,885,885,22,33,0,0,24.858757062146893,37.28813559322034,12.429378531073446,1.5,higher_in_alternative
GCF_000005845.2,b3263,yhdU,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002338,EAS44_RS03130,yhdU,False,comparable,True,1.0,1.0,180,180,1,1,0,0,5.555555555555555,5.555555555555555,0.0,1.0,equal
GCF_000005845.2,b3264,envR,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002339,EAS44_RS03125,acrS,True,comparable,True,1.0,1.0,663,663,6,17,0,0,9.049773755656108,25.641025641025642,16.591251885369534,2.8333333333333335,higher_in_alternative
GCF_000005845.2,b3265,acrE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000398,EAS44_RS03120,acrE,False,comparable,True,1.0,1.0,1158,1158,13,11,0,0,11.226252158894646,9.499136442141623,-1.7271157167530227,0.8461538461538461,lower_in_alternative
GCF_000005845.2,b3266,acrF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000383,EAS44_RS03115,acrF,False,comparable,True,1.0,0.9777777777777777,3105,3036,32,69,0,0,10.305958132045088,22.727272727272727,12.421314595227638,2.2052556818181817,higher_in_alternative
GCF_000005845.2,b3267,yhdV,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002340,EAS44_RS03110,EAS44_RS03110,True,comparable,True,1.0,1.0,222,222,7,6,0,0,31.53153153153153,27.027027027027028,-4.504504504504503,0.8571428571428572,lower_in_alternative
GCF_000005845.2,b3268,yhdW,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,18,,0,,,,,,not_comparable
GCF_000005845.2,b3269,yhdX,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0003032,EAS44_RS03100,yhdX,False,comparable,True,1.0,0.9830795262267343,1182,1162,4,49,0,0,3.3840947546531304,42.16867469879518,38.78457994414205,12.460843373493976,higher_in_alternative
GCF_000005845.2,b3270,yhdY,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002341,EAS44_RS03095,yhdY,False,comparable,True,1.0,1.0,1104,1104,11,29,0,0,9.96376811594203,26.268115942028984,16.304347826086953,2.6363636363636362,higher_in_alternative
GCF_000005845.2,b3271,yhdZ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000196,EAS44_RS03090,yhdZ,False,comparable,True,1.0,1.0,759,759,7,21,0,0,9.22266139657444,27.66798418972332,18.445322793148883,3.0,higher_in_alternative
GCF_000005845.2,b3272,rrfF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3273,thrV,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3274,rrfD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3275,rrlD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3276,alaU,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3277,ileU,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3278,rrsD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3279,yrdA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002342,EAS44_RS03050,yrdA,False,comparable,True,1.0,1.0,555,555,1,8,0,0,1.8018018018018018,14.414414414414415,12.612612612612613,8.0,higher_in_alternative
GCF_000005845.2,b3280,yrdB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002343,EAS44_RS03045,yrdB,False,comparable,True,1.0,1.0,258,258,0,5,0,0,0.0,19.37984496124031,19.37984496124031,,higher_in_alternative
GCF_000005845.2,b3281,aroE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002344,EAS44_RS03040,aroE,False,comparable,True,1.0,1.0,819,819,0,26,0,0,0.0,31.746031746031747,31.746031746031747,,higher_in_alternative
GCF_000005845.2,b3282,tsaC,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002345,EAS44_RS03035,tsaC,False,comparable,True,1.0,1.0,573,573,0,11,0,0,0.0,19.19720767888307,19.19720767888307,,higher_in_alternative
GCF_000005845.2,b3283,yrdD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0003033,EAS44_RS03030,yrdD,False,comparable,True,1.0,1.0,543,543,0,8,0,0,0.0,14.732965009208103,14.732965009208103,,higher_in_alternative
GCF_000005845.2,b3284,smg,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002346,EAS44_RS03025,smg,False,comparable,True,1.0,1.0,474,474,0,23,0,0,0.0,48.52320675105485,48.52320675105485,,higher_in_alternative
GCF_000005845.2,b4473,smf,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0000354,EAS44_RS03020,dprA,True,comparable,True,1.0,1.0,1125,1125,0,24,0,0,0.0,21.333333333333332,21.333333333333332,,higher_in_alternative
GCF_000005845.2,b3287,def,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002347,EAS44_RS03015,def,False,comparable,True,1.0,1.0,510,510,0,5,0,0,0.0,9.803921568627452,9.803921568627452,,higher_in_alternative
GCF_000005845.2,b3288,fmt,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002348,EAS44_RS03010,fmt,False,comparable,True,1.0,1.0,948,948,0,26,0,0,0.0,27.426160337552744,27.426160337552744,,higher_in_alternative
GCF_000005845.2,b3289,rsmB,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002349,EAS44_RS03005,rsmB,False,comparable,True,1.0,0.9767441860465116,1290,1260,0,68,0,0,0.0,53.96825396825397,53.96825396825397,,higher_in_alternative
GCF_000005845.2,b3290,trkA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002350,EAS44_RS03000,trkA,False,comparable,True,1.0,1.0,1377,1377,0,9,0,0,0.0,6.5359477124183005,6.5359477124183005,,higher_in_alternative
GCF_000005845.2,b3291,mscL,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002351,EAS44_RS02995,mscL,False,comparable,True,1.0,1.0,411,414,0,12,0,0,0.0,28.985507246376812,28.985507246376812,,higher_in_alternative
GCF_000005845.2,b4550,arfA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0003094,EAS44_RS02990,arfA,False,comparable,True,1.0,1.0,219,219,0,5,0,0,0.0,22.831050228310502,22.831050228310502,,higher_in_alternative
GCF_000005845.2,b4846,yrdG,GCF_003697165.2,DSM 30083 / ATCC 11775,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b3292,zntR,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002352,EAS44_RS02985,zntR,False,comparable,True,1.0,1.0,426,426,0,16,0,0,0.0,37.55868544600939,37.55868544600939,,higher_in_alternative
GCF_000005845.2,b3293,yhdN,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002353,EAS44_RS02980,yhdN,False,comparable,True,1.0,1.0,369,369,0,11,0,0,0.0,29.81029810298103,29.81029810298103,,higher_in_alternative
GCF_000005845.2,b3294,rplQ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002354,EAS44_RS02975,rplQ,False,comparable,True,1.0,1.0,384,384,0,1,0,0,0.0,2.6041666666666665,2.6041666666666665,,higher_in_alternative
GCF_000005845.2,b3295,rpoA,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002355,EAS44_RS02970,rpoA,False,comparable,True,1.0,1.0,990,990,1,1,0,0,1.0101010101010102,1.0101010101010102,0.0,1.0,equal
GCF_000005845.2,b3296,rpsD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002356,EAS44_RS02965,rpsD,False,comparable,True,1.0,1.0,621,621,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3297,rpsK,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002357,EAS44_RS02960,rpsK,False,comparable,True,1.0,1.0,390,390,0,1,0,0,0.0,2.5641025641025643,2.5641025641025643,,higher_in_alternative
GCF_000005845.2,b3298,rpsM,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002358,EAS44_RS02955,rpsM,False,comparable,True,1.0,1.0,357,357,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3299,rpmJ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002359,EAS44_RS02950,rpmJ,False,comparable,True,1.0,1.0,117,117,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3300,secY,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002360,EAS44_RS02945,secY,False,comparable,True,1.0,1.0,1332,1332,1,5,0,0,0.7507507507507507,3.7537537537537538,3.003003003003003,5.0,higher_in_alternative
GCF_000005845.2,b3301,rplO,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002361,EAS44_RS02940,rplO,False,comparable,True,1.0,1.0,435,435,2,1,0,0,4.597701149425287,2.2988505747126435,-2.2988505747126435,0.5,lower_in_alternative
GCF_000005845.2,b3302,rpmD,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002362,EAS44_RS02935,rpmD,False,comparable,True,1.0,1.0,180,180,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3303,rpsE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002363,EAS44_RS02930,rpsE,False,comparable,True,1.0,1.0,504,504,3,7,0,0,5.9523809523809526,13.88888888888889,7.936507936507937,2.3333333333333335,higher_in_alternative
GCF_000005845.2,b3304,rplR,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002364,EAS44_RS02925,rplR,False,comparable,True,1.0,1.0,354,354,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3305,rplF,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002365,EAS44_RS02920,rplF,False,comparable,True,1.0,1.0,534,534,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3306,rpsH,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002366,EAS44_RS02915,rpsH,False,comparable,True,1.0,1.0,393,393,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3307,rpsN,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002367,EAS44_RS02910,rpsN,False,comparable,True,1.0,1.0,306,306,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3308,rplE,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002368,EAS44_RS02905,rplE,False,comparable,True,1.0,1.0,540,540,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3309,rplX,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002369,EAS44_RS02900,rplX,False,comparable,True,1.0,1.0,315,315,0,1,0,0,0.0,3.1746031746031744,3.1746031746031744,,higher_in_alternative
GCF_000005845.2,b3310,rplN,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002370,EAS44_RS02895,rplN,False,comparable,True,1.0,1.0,372,372,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3311,rpsQ,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002371,EAS44_RS02890,rpsQ,False,comparable,True,1.0,1.0,255,255,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3312,rpmC,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002372,EAS44_RS02885,rpmC,False,comparable,True,1.0,1.0,192,192,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3313,rplP,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002373,EAS44_RS02880,rplP,False,comparable,True,1.0,1.0,411,411,0,1,0,0,0.0,2.4330900243309004,2.4330900243309004,,higher_in_alternative
GCF_000005845.2,b3314,rpsC,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002374,EAS44_RS02875,rpsC,False,comparable,True,1.0,1.0,702,702,1,1,0,0,1.4245014245014245,1.4245014245014245,0.0,1.0,equal
GCF_000005845.2,b3315,rplV,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002375,EAS44_RS02870,rplV,False,comparable,True,1.0,1.0,333,333,0,0,0,0,0.0,0.0,0.0,,equal
GCF_000005845.2,b3316,rpsS,GCF_003697165.2,DSM 30083 / ATCC 11775,False,one_to_one,OG0002376,EAS44_RS02865,rpsS,False,comparable,True,1.0,1.0,279,279,0,1,0,0,0.0,3.5842293906810037,3.5842293906810037,,higher_in_alternative
